url,latitude,longitude,rating_1,rating_2,rating_3,rating_4,rating_5
https://www.tripadvisor.com/Attraction_Review-g294265-d379341-Reviews-Cathedral_of_the_Good_Shepherd-Singapore.html,1.30053,103.8543,0,2,12,20,34
https://www.tripadvisor.com/Attraction_Review-g294265-d8653636-Reviews-Liang_Court-Singapore.html,1.285801,103.85111,0,1,16,32,18
https://www.tripadvisor.com/Attraction_Review-g294265-d317457-Reviews-The_Arts_House-Singapore.html,1.285801,103.85111,0,3,22,27,14
https://www.tripadvisor.com/Attraction_Review-g294265-d8650385-Reviews-112_Katong-Singapore.html,1.285801,103.85111,1,3,23,32,6
https://www.tripadvisor.com/Attraction_Review-g294265-d2049181-Reviews-City_Link_Mall-Singapore.html,1.29222,103.85577,3,2,16,29,14
https://www.tripadvisor.com/Attraction_Review-g294265-d562179-Reviews-Air_Force_Museum-Singapore.html,1.346528,103.89931,0,0,14,28,21
https://www.tripadvisor.com/Attraction_Review-g294265-d379351-Reviews-Hill_Street_Building-Singapore.html,1.29225,103.84954,0,1,18,32,12
https://www.tripadvisor.com/Attraction_Review-g294265-d3879022-Reviews-J_Cube_Mall-Singapore.html,1.285801,103.85111,1,6,26,20,6
https://www.tripadvisor.com/Attraction_Review-g294265-d2338978-Reviews-China_Square_Central-Singapore.html,1.285801,103.85111,4,2,10,31,11
https://www.tripadvisor.com/Attraction_Review-g294265-d10040709-Reviews-Far_East_Organization_Children_s_Garden-Singapore.html,1.285801,103.85111,0,1,2,15,40
https://www.tripadvisor.com/Attraction_Review-g294265-d2348984-Reviews-Singapore_Indoor_Stadium-Singapore.html,1.304447,103.87435,2,3,5,22,26
https://www.tripadvisor.com/Attraction_Review-g294265-d2341789-Reviews-Sakya_Muni_Buddha_Gaya_Temple-Singapore.html,1.31471,103.85689,0,1,11,36,9
https://www.tripadvisor.com/Attraction_Review-g294265-d4355460-Reviews-Gillman_Barracks-Singapore.html,1.285801,103.85111,2,1,8,33,13
https://www.tripadvisor.com/Attraction_Review-g294265-d2291384-Reviews-Kent_Ridge_Park-Singapore.html,1.285801,103.85111,1,0,11,26,19
https://www.tripadvisor.com/Attraction_Review-g294265-d576932-Reviews-Civil_Defence_Heritage_Gallery-Singapore.html,1.292206,103.849434,0,0,12,23,22
https://www.tripadvisor.com/Attraction_Review-g294265-d4686527-Reviews-Punggol_Park-Singapore.html,1.285801,103.85111,1,1,12,28,13
https://www.tripadvisor.com/Attraction_Review-g294265-d14149881-Reviews-Former_Ford_Factory-Singapore.html,1.285801,103.85111,0,0,4,9,42
https://www.tripadvisor.com/Attraction_Review-g294265-d2148698-Reviews-Downtown_East-Singapore.html,1.376092,103.95588,4,2,13,20,14
https://www.tripadvisor.com/Attraction_Review-g294265-d592089-Reviews-Omni_Theatre_by_Science_Centre_Singapore-Singapore.html,1.285801,103.85111,3,5,12,18,15
https://www.tripadvisor.com/Attraction_Review-g294265-d2341783-Reviews-Masjid_Abdul_Gafoor-Singapore.html,1.285801,103.85111,0,1,7,28,17
https://www.tripadvisor.com/Attraction_Review-g294265-d2344350-Reviews-Woodlands-Singapore.html,1.285801,103.85111,3,1,25,15,9
https://www.tripadvisor.com/Attraction_Review-g294265-d9580678-Reviews-Punggol_Waterway_Park-Singapore.html,1.285801,103.85111,0,1,5,29,18
https://www.tripadvisor.com/Attraction_Review-g294265-d8387489-Reviews-Bedok_Mall-Singapore.html,1.285801,103.85111,1,1,23,19,8
